"species","method","accuracy","pa","pool"
"Muscicapa_striata","D",0.00440694172536102,"pa","NPo"
"Numenius_arquata","D",0.155806357649724,"pa","NPo"
"Numenius_phaeopus","D",-0.0307400955773873,"pa","NPo"
"Oenanthe_oenanthe","D",0.0574928787838309,"pa","NPo"
"Pandion_haliaetus","D",0.132629916188789,"pa","NPo"
"Parus_ater","D",-0.0917196967696129,"pa","NPo"
"Parus_caeruleus","D",0.0411578024448405,"pa","NPo"
"Parus_cristatus","D",0.0488368234878425,"pa","NPo"
"Parus_major","D",0.2834875143312,"pa","NPo"
"Parus_montanus","D",0.056841167765531,"pa","NPo"
"Parus_palustris","D",-0.0578423077406624,"pa","NPo"
"Passer_domesticus","D",-0.024167723783414,"pa","NPo"
"Passer_montanus","D",-0.101841570154863,"pa","NPo"
"Perisoreus_infaustus","D",0.0613366360451541,"pa","NPo"
"Phalacrocorax_carbo","D",0.203619589356979,"pa","NPo"
"Phasianus_colchicus","D",-0.327930954645436,"pa","NPo"
"Phoenicurus_phoenicurus","D",0.0845882903411973,"pa","NPo"
"Phylloscopus_collybita","D",-0.0598511784376307,"pa","NPo"
"Phylloscopus_sibilatrix","D",-0.0225563746156153,"pa","NPo"
"Phylloscopus_trochilus","D",0.0280551139252979,"pa","NPo"
"Pica_pica","D",-0.0380817603742753,"pa","NPo"
"Picus_viridis","D",-0.0705846812525297,"pa","NPo"
"Pluvialis_apricaria","D",0.0968007104502576,"pa","NPo"
"Podiceps_cristatus","D",-0.0623881366740117,"pa","NPo"
"Prunella_modularis","D",-0.109199098380377,"pa","NPo"
"Pyrrhula_pyrrhula","D",0.15845025464967,"pa","NPo"
"Regulus_regulus","D",-0.110508013261167,"pa","NPo"
"Saxicola_rubetra","D",0.0145169477217588,"pa","NPo"
"Scolopax_rusticola","D",-0.0158441678611607,"pa","NPo"
"Sitta_europaea","D",0.146443175472163,"pa","NPo"
"Sterna_hirundo","D",-0.000798844581143119,"pa","NPo"
"Sturnus_vulgaris","D",-0.0458075131173537,"pa","NPo"
"Sylvia_atricapilla","D",0.191799662330595,"pa","NPo"
"Sylvia_borin","D",0.0325790359200049,"pa","NPo"
"Sylvia_communis","D",0.0393246695859224,"pa","NPo"
"Sylvia_curruca","D",0.0498225417805286,"pa","NPo"
"Tetrao_tetrix","D",0.0281690947313396,"pa","NPo"
"Tetrao_urogallus","D",-0.0367382318886456,"pa","NPo"
"Tringa_glareola","D",-0.0237255174519888,"pa","NPo"
"Tringa_nebularia","D",0.023325730291095,"pa","NPo"
"Tringa_ochropus","D",0.0531476134606992,"pa","NPo"
"Tringa_totanus","D",-0.174878982233733,"pa","NPo"
"Troglodytes_troglodytes","D",0.0702891675637928,"pa","NPo"
"Turdus_iliacus","D",0.0588161484260358,"pa","NPo"
"Turdus_merula","D",0.312513552801611,"pa","NPo"
"Turdus_philomelos","D",0.30270711339563,"pa","NPo"
"Turdus_pilaris","D",0.0256892723729921,"pa","NPo"
"Turdus_torquatus","D",-0.188903669536828,"pa","NPo"
"Turdus_viscivorus","D",-0.0543172900468684,"pa","NPo"
"Vanellus_vanellus","D",-0.0502133576255289,"pa","NPo"
"Acrocephalus_palustris","D",-0.219074625371746,"abu","Po"
"Acrocephalus_schoenobaenus","D",-0.0600213330973333,"abu","Po"
"Acrocephalus_scirpaceus","D",-0.00967639926889444,"abu","Po"
"Actitis_hypoleucos","D",0.0798326379373788,"abu","Po"
"Aegithalos_caudatus","D",0.646041576098079,"abu","Po"
"Alauda_arvensis","D",0.438689458276281,"abu","Po"
"Anas_crecca","D",0.145335501506372,"abu","Po"
"Anas_platyrhynchos","D",0.232078668634625,"abu","Po"
"Anser_anser","D",0.103151977238528,"abu","Po"
"Anthus_pratensis","D",0.305336859002367,"abu","Po"
"Anthus_trivialis","D",0.170725314531525,"abu","Po"
"Apus_apus","D",0.268095722524227,"abu","Po"
"Ardea_cinerea","D",-0.0229558202942762,"abu","Po"
"Aythya_fuligula","D",0.295226336737652,"abu","Po"
"Bonasa_bonasia","D",NA,"abu","Po"
"Branta_canadensis","D",-0.101331246349018,"abu","Po"
"Bucephala_clangula","D",0.0380115293860404,"abu","Po"
"Buteo_buteo","D",-0.0261479940462805,"abu","Po"
"Carduelis_cannabina","D",-0.0315161279431834,"abu","Po"
"Carduelis_carduelis","D",0.34733070067568,"abu","Po"
"Carduelis_chloris","D",0.153196027760683,"abu","Po"
"Carduelis_flammea","D",0.0698166130144785,"abu","Po"
"Carduelis_spinus","D",-0.00965162219652913,"abu","Po"
"Carpodacus_erythrinus","D",0.129334810979679,"abu","Po"
"Certhia_familiaris","D",-0.0503584264419814,"abu","Po"
"Coccothraustes_coccothraustes","D",0.188259874412951,"abu","Po"
"Columba_livia","D",0.0101412537130495,"abu","Po"
"Columba_oenas","D",0.191377618194555,"abu","Po"
"Columba_palumbus","D",0.0530828962274586,"abu","Po"
"Corvus_corax","D",-0.0896643128739575,"abu","Po"
"Corvus_corone","D",0.23157163449538,"abu","Po"
"Corvus_monedula","D",0.23887932955289,"abu","Po"
"Cuculus_canorus","D",-0.0653728509907169,"abu","Po"
"Cygnus_cygnus","D",-0.21504121081302,"abu","Po"
"Cygnus_olor","D",0.0964721360659996,"abu","Po"
"Delichon_urbicum","D",-0.000915424420064761,"abu","Po"
"Dendrocopos_major","D",0.0806390079563223,"abu","Po"
"Dryocopus_martius","D",0.186469975411017,"abu","Po"
"Emberiza_citrinella","D",0.0683191539741297,"abu","Po"
"Emberiza_rustica","D",NA,"abu","Po"
"Emberiza_schoeniclus","D",-0.0713122825467793,"abu","Po"
"Erithacus_rubecula","D",0.186564939876865,"abu","Po"
"Falco_tinnunculus","D",0.518700018695552,"abu","Po"
"Ficedula_hypoleuca","D",0.0679441351160032,"abu","Po"
"Fringilla_coelebs","D",-0.00542924196731131,"abu","Po"
"Fringilla_montifringilla","D",0.347696062049036,"abu","Po"
"Fulica_atra","D",0.0321380567414,"abu","Po"
"Gallinago_gallinago","D",0.0670746128775892,"abu","Po"
"Garrulus_glandarius","D",0.129542460703473,"abu","Po"
"Gavia_arctica","D",-0.122502776659634,"abu","Po"
"Gavia_stellata","D",0.147734678727146,"abu","Po"
"Grus_grus","D",0.061482361502807,"abu","Po"
"Haematopus_ostralegus","D",0.23353439149835,"abu","Po"
"Hippolais_icterina","D",0.0476628130941292,"abu","Po"
"Hirundo_rustica","D",0.127120148624373,"abu","Po"
"Jynx_torquilla","D",0.112800686494454,"abu","Po"
"Lagopus_lagopus","D",-0.226541738977904,"abu","Po"
"Lanius_collurio","D",-0.0441407614494071,"abu","Po"
"Larus_argentatus","D",0.226759544049978,"abu","Po"
"Larus_canus","D",0.247595597511584,"abu","Po"
"Larus_marinus","D",0.26644132255336,"abu","Po"
"Larus_ridibundus","D",-0.131245415126049,"abu","Po"
"Loxia_curvirostra","D",0.26749406606163,"abu","Po"
"Loxia_pytyopsittacus","D",0.00424820506820814,"abu","Po"
"Lullula_arborea","D",0.282474128854309,"abu","Po"
"Luscinia_luscinia","D",0.0453039377062424,"abu","Po"
"Luscinia_svecica","D",-0.279343975412142,"abu","Po"
"Mergus_merganser","D",0.209283745124387,"abu","Po"
"Motacilla_alba","D",0.257921331270551,"abu","Po"
"Motacilla_flava","D",0.12731172131817,"abu","Po"
"Muscicapa_striata","D",-0.139272302750453,"abu","Po"
"Numenius_arquata","D",0.176483723758142,"abu","Po"
"Numenius_phaeopus","D",-0.281463158106905,"abu","Po"
"Oenanthe_oenanthe","D",0.054124583714501,"abu","Po"
"Pandion_haliaetus","D",-0.179626458468056,"abu","Po"
"Parus_ater","D",0.059957281235931,"abu","Po"
"Parus_caeruleus","D",0.0306524269491207,"abu","Po"
"Parus_cristatus","D",0.0975118212326859,"abu","Po"
"Parus_major","D",0.127812338903675,"abu","Po"
"Parus_montanus","D",0.0122052443629267,"abu","Po"
"Parus_palustris","D",-0.141872131744161,"abu","Po"
"Passer_domesticus","D",0.571602457916163,"abu","Po"
"Passer_montanus","D",0.171121194153603,"abu","Po"
"Perisoreus_infaustus","D",-0.0871431120663908,"abu","Po"
"Phalacrocorax_carbo","D",0.340824339363904,"abu","Po"
"Phasianus_colchicus","D",0.156321330070632,"abu","Po"
"Phoenicurus_phoenicurus","D",0.122165347042361,"abu","Po"
"Phylloscopus_collybita","D",-0.340896946897636,"abu","Po"
"Phylloscopus_sibilatrix","D",-0.142844128979942,"abu","Po"
"Phylloscopus_trochilus","D",0.0295851974027807,"abu","Po"
"Pica_pica","D",0.211557228034137,"abu","Po"
"Picus_viridis","D",0.0814468910502092,"abu","Po"
"Pluvialis_apricaria","D",0.0257119336835419,"abu","Po"
"Podiceps_cristatus","D",-0.0383236953321448,"abu","Po"
"Prunella_modularis","D",0.082145667343691,"abu","Po"
"Pyrrhula_pyrrhula","D",0.127969294546266,"abu","Po"
"Regulus_regulus","D",0.212348514390055,"abu","Po"
"Saxicola_rubetra","D",0.056009014326933,"abu","Po"
"Scolopax_rusticola","D",0.210508404551409,"abu","Po"
"Sitta_europaea","D",0.127898662939382,"abu","Po"
"Sterna_hirundo","D",0.22058997462808,"abu","Po"
"Sturnus_vulgaris","D",-0.0926199984575752,"abu","Po"
"Sylvia_atricapilla","D",0.0340609019774482,"abu","Po"
"Sylvia_borin","D",0.00771437137901079,"abu","Po"
"Sylvia_communis","D",0.182130415497725,"abu","Po"
"Sylvia_curruca","D",0.166908660406586,"abu","Po"
"Tetrao_tetrix","D",0.0329171617891487,"abu","Po"
"Tetrao_urogallus","D",0.158043242799975,"abu","Po"
"Tringa_glareola","D",0.164636798237375,"abu","Po"
"Tringa_nebularia","D",-0.0380400768530619,"abu","Po"
"Tringa_ochropus","D",0.0402398656807723,"abu","Po"
"Tringa_totanus","D",-0.142042370535807,"abu","Po"
"Troglodytes_troglodytes","D",0.152656949764802,"abu","Po"
"Turdus_iliacus","D",-0.000907900038514407,"abu","Po"
"Turdus_merula","D",0.228793158442943,"abu","Po"
"Turdus_philomelos","D",0.142583127745041,"abu","Po"
"Turdus_pilaris","D",0.167375897225899,"abu","Po"
"Turdus_torquatus","D",-0.161813047243363,"abu","Po"
"Turdus_viscivorus","D",0.0695476154881233,"abu","Po"
"Vanellus_vanellus","D",-0.0202887856512429,"abu","Po"
"Acrocephalus_palustris","D",0.35077006688089,"pa","Po"
"Acrocephalus_schoenobaenus","D",0.264034609819355,"pa","Po"
"Acrocephalus_scirpaceus","D",-0.251681385354928,"pa","Po"
"Actitis_hypoleucos","D",-0.180751029048604,"pa","Po"
"Aegithalos_caudatus","D",-0.0471190331913799,"pa","Po"
"Alauda_arvensis","D",-0.272868745148439,"pa","Po"
"Anas_crecca","D",-0.168286012020858,"pa","Po"
"Anas_platyrhynchos","D",-0.00840888849199526,"pa","Po"
"Anser_anser","D",0.428821868573095,"pa","Po"
"Anthus_pratensis","D",0.0897647542195311,"pa","Po"
"Anthus_trivialis","D",-0.0226058290106482,"pa","Po"
"Apus_apus","D",0.191917127618832,"pa","Po"
"Ardea_cinerea","D",-0.213457332543761,"pa","Po"
"Aythya_fuligula","D",-0.0446305839632947,"pa","Po"
"Bonasa_bonasia","D",-0.319180858387943,"pa","Po"
"Branta_canadensis","D",-0.0633049730929567,"pa","Po"
"Bucephala_clangula","D",0.0915200611683392,"pa","Po"
"Buteo_buteo","D",0.156467964834703,"pa","Po"
"Carduelis_cannabina","D",-0.296927512077287,"pa","Po"
"Carduelis_carduelis","D",0.382308255969915,"pa","Po"
"Carduelis_chloris","D",-0.0385163496224466,"pa","Po"
"Carduelis_flammea","D",0.0132623600159116,"pa","Po"
"Carduelis_spinus","D",-0.00310531683058488,"pa","Po"
"Carpodacus_erythrinus","D",0.214642437247886,"pa","Po"
"Certhia_familiaris","D",0.0147338543802358,"pa","Po"
"Coccothraustes_coccothraustes","D",0.205792714173392,"pa","Po"
"Columba_livia","D",0.344282081907526,"pa","Po"
"Columba_oenas","D",-0.0285002179263277,"pa","Po"
"Columba_palumbus","D",-0.0345034449502633,"pa","Po"
"Corvus_corax","D",-0.142065724961053,"pa","Po"
"Corvus_corone","D",0.244916634392654,"pa","Po"
"Corvus_monedula","D",0.21700031990839,"pa","Po"
"Cuculus_canorus","D",-0.0693979067090189,"pa","Po"
"Cygnus_cygnus","D",0.0538630846554905,"pa","Po"
"Cygnus_olor","D",-0.100892047196941,"pa","Po"
"Delichon_urbicum","D",0.0435007845101446,"pa","Po"
"Dendrocopos_major","D",0.133715012406092,"pa","Po"
"Dryocopus_martius","D",0.0898116424652948,"pa","Po"
"Emberiza_citrinella","D",-0.112017859439958,"pa","Po"
"Emberiza_rustica","D",0.0608897509934245,"pa","Po"
"Emberiza_schoeniclus","D",-0.0495027883401871,"pa","Po"
"Erithacus_rubecula","D",0.302455063291196,"pa","Po"
"Falco_tinnunculus","D",-0.131090837918028,"pa","Po"
"Ficedula_hypoleuca","D",-0.057775727226961,"pa","Po"
"Fringilla_coelebs","D",0.550177246719427,"pa","Po"
"Fringilla_montifringilla","D",0.464825409091442,"pa","Po"
"Fulica_atra","D",-0.205603235937633,"pa","Po"
"Gallinago_gallinago","D",-0.0692885188726156,"pa","Po"
"Garrulus_glandarius","D",0.00178842313064643,"pa","Po"
"Gavia_arctica","D",0.0917266357581111,"pa","Po"
"Gavia_stellata","D",-0.0399092092323107,"pa","Po"
"Grus_grus","D",0.00148199295095269,"pa","Po"
"Haematopus_ostralegus","D",-0.155912127664996,"pa","Po"
"Hippolais_icterina","D",0.00247496485576792,"pa","Po"
"Hirundo_rustica","D",0.165034445444319,"pa","Po"
"Jynx_torquilla","D",-0.0965167322770297,"pa","Po"
"Lagopus_lagopus","D",0.0378438225209652,"pa","Po"
"Lanius_collurio","D",0.0675416821570893,"pa","Po"
"Larus_argentatus","D",0.0452289066716476,"pa","Po"
"Larus_canus","D",0.0920447514037311,"pa","Po"
"Larus_marinus","D",-0.225531677942772,"pa","Po"
"Larus_ridibundus","D",0.162598821843576,"pa","Po"
"Loxia_curvirostra","D",0.0107780423773823,"pa","Po"
"Loxia_pytyopsittacus","D",0.111887227568986,"pa","Po"
"Lullula_arborea","D",0.0885554998388403,"pa","Po"
"Luscinia_luscinia","D",-0.258736867094747,"pa","Po"
"Luscinia_svecica","D",0.27819600941232,"pa","Po"
"Mergus_merganser","D",0.177917743926247,"pa","Po"
"Motacilla_alba","D",0.169483483718486,"pa","Po"
"Motacilla_flava","D",0.288442985124215,"pa","Po"
"Muscicapa_striata","D",0.0893997847505294,"pa","Po"
"Numenius_arquata","D",0.215688517152761,"pa","Po"
"Numenius_phaeopus","D",-0.261434529004392,"pa","Po"
"Oenanthe_oenanthe","D",0.17539074037606,"pa","Po"
"Pandion_haliaetus","D",0.120425067022834,"pa","Po"
"Parus_ater","D",0.0116363523693998,"pa","Po"
"Parus_caeruleus","D",-0.0530636391016296,"pa","Po"
"Parus_cristatus","D",-0.022972801909488,"pa","Po"
"Parus_major","D",0.374312434559713,"pa","Po"
"Parus_montanus","D",0.0801566977390225,"pa","Po"
"Parus_palustris","D",-0.0402697084171724,"pa","Po"
"Passer_domesticus","D",-0.100009769981415,"pa","Po"
"Passer_montanus","D",-0.043293975188273,"pa","Po"
"Perisoreus_infaustus","D",0.0306591788318935,"pa","Po"
"Phalacrocorax_carbo","D",0.163355082112601,"pa","Po"
"Phasianus_colchicus","D",-0.205280475202622,"pa","Po"
"Phoenicurus_phoenicurus","D",0.203578087648183,"pa","Po"
"Phylloscopus_collybita","D",-0.112435575869449,"pa","Po"
"Phylloscopus_sibilatrix","D",-0.0435979708445906,"pa","Po"
"Phylloscopus_trochilus","D",-0.0197977540677335,"pa","Po"
"Pica_pica","D",-0.063778030042053,"pa","Po"
"Picus_viridis","D",-0.0717712045250896,"pa","Po"
"Pluvialis_apricaria","D",0.096340633975694,"pa","Po"
"Podiceps_cristatus","D",-0.127071767936947,"pa","Po"
"Prunella_modularis","D",0.0417269396764806,"pa","Po"
"Pyrrhula_pyrrhula","D",0.176402171329048,"pa","Po"
"Regulus_regulus","D",-0.120293657345141,"pa","Po"
"Saxicola_rubetra","D",0.149742955131826,"pa","Po"
"Scolopax_rusticola","D",-0.00310343158785718,"pa","Po"
"Sitta_europaea","D",0.110765493022429,"pa","Po"
"Sterna_hirundo","D",0.0107503373661274,"pa","Po"
"Sturnus_vulgaris","D",0.000570606390046643,"pa","Po"
"Sylvia_atricapilla","D",0.231094396380891,"pa","Po"
"Sylvia_borin","D",0.186149742949052,"pa","Po"
"Sylvia_communis","D",0.0164738752473535,"pa","Po"
"Sylvia_curruca","D",0.189619119365563,"pa","Po"
"Tetrao_tetrix","D",0.161968877473286,"pa","Po"
"Tetrao_urogallus","D",0.0122823968344153,"pa","Po"
"Tringa_glareola","D",0.0419747094825787,"pa","Po"
"Tringa_nebularia","D",0.133721961891703,"pa","Po"
"Tringa_ochropus","D",0.0386550504341526,"pa","Po"
"Tringa_totanus","D",-0.0678890406899922,"pa","Po"
"Troglodytes_troglodytes","D",0.0533044877930633,"pa","Po"
"Turdus_iliacus","D",-0.0646679110295743,"pa","Po"
"Turdus_merula","D",0.338363851784574,"pa","Po"
"Turdus_philomelos","D",0.196818045573845,"pa","Po"
"Turdus_pilaris","D",0.00393827106805973,"pa","Po"
"Turdus_torquatus","D",-0.135735665170301,"pa","Po"
"Turdus_viscivorus","D",-0.0679494264142499,"pa","Po"
"Vanellus_vanellus","D",0.00332352482865069,"pa","Po"
"Acrocephalus_palustris","C",-0.353655715795115,"abu","Po"
"Acrocephalus_schoenobaenus","C",-0.136524309417049,"abu","Po"
"Acrocephalus_scirpaceus","C",-0.100873255033413,"abu","Po"
"Actitis_hypoleucos","C",0.0885991054485836,"abu","Po"
"Aegithalos_caudatus","C",0.425356939885279,"abu","Po"
"Alauda_arvensis","C",0.428429144900185,"abu","Po"
"Anas_crecca","C",-0.0384347044708311,"abu","Po"
"Anas_platyrhynchos","C",0.23509994604625,"abu","Po"
"Anser_anser","C",-0.0148862718547698,"abu","Po"
"Anthus_pratensis","C",0.364023356770435,"abu","Po"
"Anthus_trivialis","C",0.188244944925154,"abu","Po"
"Apus_apus","C",0.260229763290247,"abu","Po"
"Ardea_cinerea","C",0.0159090616207068,"abu","Po"
"Aythya_fuligula","C",0.164666468545072,"abu","Po"
"Bonasa_bonasia","C",NA,"abu","Po"
"Branta_canadensis","C",-0.0899552686627405,"abu","Po"
"Bucephala_clangula","C",0.0638571288341893,"abu","Po"
"Buteo_buteo","C",-0.0952476533949125,"abu","Po"
"Carduelis_cannabina","C",-0.0277110937577901,"abu","Po"
"Carduelis_carduelis","C",0.0959253575193214,"abu","Po"
"Carduelis_chloris","C",0.264082516184583,"abu","Po"
"Carduelis_flammea","C",0.0327806739116035,"abu","Po"
"Carduelis_spinus","C",-0.0702804319198812,"abu","Po"
"Carpodacus_erythrinus","C",0.101981552250373,"abu","Po"
"Certhia_familiaris","C",-0.151420942303471,"abu","Po"
"Coccothraustes_coccothraustes","C",0.355313560153488,"abu","Po"
"Columba_livia","C",-0.193703027874104,"abu","Po"
"Columba_oenas","C",0.0100227802130833,"abu","Po"
"Columba_palumbus","C",0.0574234540713396,"abu","Po"
"Corvus_corax","C",-0.12659096268173,"abu","Po"
"Corvus_corone","C",0.226370576232801,"abu","Po"
"Corvus_monedula","C",0.201261166294006,"abu","Po"
"Cuculus_canorus","C",-0.06171222078508,"abu","Po"
"Cygnus_cygnus","C",-0.0580823039771687,"abu","Po"
"Cygnus_olor","C",0.12268616064538,"abu","Po"
"Delichon_urbicum","C",-0.040106368029234,"abu","Po"
"Dendrocopos_major","C",0.0760193573609638,"abu","Po"
"Dryocopus_martius","C",0.154668283280874,"abu","Po"
"Emberiza_citrinella","C",0.163948344958704,"abu","Po"
"Emberiza_rustica","C",NA,"abu","Po"
"Emberiza_schoeniclus","C",0.0214213183849089,"abu","Po"
"Erithacus_rubecula","C",0.154540211654707,"abu","Po"
"Falco_tinnunculus","C",0.556531181653848,"abu","Po"
"Ficedula_hypoleuca","C",0.138106866022399,"abu","Po"
"Fringilla_coelebs","C",-0.0367792948946158,"abu","Po"
"Fringilla_montifringilla","C",0.285925018943931,"abu","Po"
"Fulica_atra","C",-0.236079567130926,"abu","Po"
"Gallinago_gallinago","C",-0.0337217019372056,"abu","Po"
"Garrulus_glandarius","C",0.100257724562179,"abu","Po"
"Gavia_arctica","C",-0.0524336820359854,"abu","Po"
"Gavia_stellata","C",0.378863495264116,"abu","Po"
"Grus_grus","C",0.0682631183503521,"abu","Po"
"Haematopus_ostralegus","C",0.136163181268548,"abu","Po"
"Hippolais_icterina","C",-0.0238366481944552,"abu","Po"
"Hirundo_rustica","C",0.198028773417878,"abu","Po"
"Jynx_torquilla","C",0.192701473453505,"abu","Po"
"Lagopus_lagopus","C",-0.258685752793555,"abu","Po"
"Lanius_collurio","C",-0.133901722072927,"abu","Po"
"Larus_argentatus","C",0.0161498732220073,"abu","Po"
"Larus_canus","C",0.349545531218828,"abu","Po"
"Larus_marinus","C",0.112580728060561,"abu","Po"
"Larus_ridibundus","C",-0.0828994987263724,"abu","Po"
"Loxia_curvirostra","C",0.321428923488953,"abu","Po"
"Loxia_pytyopsittacus","C",0.0695636061573794,"abu","Po"
"Lullula_arborea","C",-0.286637200168939,"abu","Po"
"Luscinia_luscinia","C",0.113266122637591,"abu","Po"
"Luscinia_svecica","C",-0.415660764889302,"abu","Po"
"Mergus_merganser","C",0.137578941386382,"abu","Po"
"Motacilla_alba","C",0.205264114597698,"abu","Po"
"Motacilla_flava","C",0.183430577165477,"abu","Po"
"Muscicapa_striata","C",-0.0998047162986112,"abu","Po"
"Numenius_arquata","C",0.172043040804774,"abu","Po"
"Numenius_phaeopus","C",-0.192732835082108,"abu","Po"
"Oenanthe_oenanthe","C",0.0935757370784896,"abu","Po"
"Pandion_haliaetus","C",0.329891746913157,"abu","Po"
"Parus_ater","C",0.0260242689963679,"abu","Po"
"Parus_caeruleus","C",-0.0213197345107225,"abu","Po"
"Parus_cristatus","C",0.0513218350099695,"abu","Po"
"Parus_major","C",0.200616422737953,"abu","Po"
"Parus_montanus","C",0.00712188546670822,"abu","Po"
"Parus_palustris","C",-0.0271888665770646,"abu","Po"
"Passer_domesticus","C",0.559920322803323,"abu","Po"
"Passer_montanus","C",0.0635638576888891,"abu","Po"
"Perisoreus_infaustus","C",-0.0235989776957706,"abu","Po"
"Phalacrocorax_carbo","C",0.373194308593966,"abu","Po"
"Phasianus_colchicus","C",0.231390212583823,"abu","Po"
"Phoenicurus_phoenicurus","C",0.0201604936404342,"abu","Po"
"Phylloscopus_collybita","C",-0.246734739565891,"abu","Po"
"Phylloscopus_sibilatrix","C",-0.110713496422298,"abu","Po"
"Phylloscopus_trochilus","C",-0.15706029105263,"abu","Po"
"Pica_pica","C",0.161434043932164,"abu","Po"
"Picus_viridis","C",-0.0612535843842528,"abu","Po"
"Pluvialis_apricaria","C",-0.0812989039560097,"abu","Po"
"Podiceps_cristatus","C",0.027646178803459,"abu","Po"
"Prunella_modularis","C",0.0759431180764138,"abu","Po"
"Pyrrhula_pyrrhula","C",0.26608791806222,"abu","Po"
"Regulus_regulus","C",0.23905688193904,"abu","Po"
"Saxicola_rubetra","C",0.0443208992948752,"abu","Po"
"Scolopax_rusticola","C",0.211624566568013,"abu","Po"
"Sitta_europaea","C",0.238430526850814,"abu","Po"
"Sterna_hirundo","C",0.182488838772067,"abu","Po"
"Sturnus_vulgaris","C",-0.178614224793072,"abu","Po"
"Sylvia_atricapilla","C",-0.0409716050892465,"abu","Po"
"Sylvia_borin","C",0.0575253331389781,"abu","Po"
"Sylvia_communis","C",0.154492870440125,"abu","Po"
"Sylvia_curruca","C",0.198716226356848,"abu","Po"
"Tetrao_tetrix","C",-0.0300940088298187,"abu","Po"
"Tetrao_urogallus","C",0.292544463044732,"abu","Po"
"Tringa_glareola","C",0.152723506393035,"abu","Po"
"Tringa_nebularia","C",0.251552939447778,"abu","Po"
"Tringa_ochropus","C",0.0963116588035988,"abu","Po"
"Tringa_totanus","C",0.0122934504282559,"abu","Po"
"Troglodytes_troglodytes","C",0.184301298216926,"abu","Po"
"Turdus_iliacus","C",-0.0750258087392549,"abu","Po"
"Turdus_merula","C",0.257261423465624,"abu","Po"
"Turdus_philomelos","C",0.14126188385628,"abu","Po"
"Turdus_pilaris","C",0.122278809608968,"abu","Po"
"Turdus_torquatus","C",0.0156553680818956,"abu","Po"
"Turdus_viscivorus","C",0.173428924805682,"abu","Po"
"Vanellus_vanellus","C",0.020139488208213,"abu","Po"
"Acrocephalus_palustris","B",0.451109453472314,"abu","Po"
"Acrocephalus_schoenobaenus","B",0.146132281437994,"abu","Po"
"Acrocephalus_scirpaceus","B",0.136776449818715,"abu","Po"
"Actitis_hypoleucos","B",0.180590931173523,"abu","Po"
"Aegithalos_caudatus","B",0.336617594097202,"abu","Po"
"Alauda_arvensis","B",0.580921621460639,"abu","Po"
"Anas_crecca","B",0.0872222432600645,"abu","Po"
"Anas_platyrhynchos","B",0.537251246614078,"abu","Po"
"Anser_anser","B",0.235529316826378,"abu","Po"
"Anthus_pratensis","B",0.501270666484103,"abu","Po"
"Anthus_trivialis","B",0.477896122662102,"abu","Po"
"Apus_apus","B",0.348841498516926,"abu","Po"
"Ardea_cinerea","B",0.289314299981488,"abu","Po"
"Aythya_fuligula","B",0.476776644510368,"abu","Po"
"Bonasa_bonasia","B",-0.0430266213379237,"abu","Po"
"Branta_canadensis","B",0.157322069833567,"abu","Po"
"Bucephala_clangula","B",0.198138492301127,"abu","Po"
"Buteo_buteo","B",0.431215439921349,"abu","Po"
"Carduelis_cannabina","B",0.672497612666832,"abu","Po"
"Carduelis_carduelis","B",0.065928839131209,"abu","Po"
"Carduelis_chloris","B",0.347297682008722,"abu","Po"
"Carduelis_flammea","B",0.396200892356092,"abu","Po"
"Carduelis_spinus","B",0.339196249583147,"abu","Po"
"Carpodacus_erythrinus","B",0.204973266798806,"abu","Po"
"Certhia_familiaris","B",0.217488201730885,"abu","Po"
"Coccothraustes_coccothraustes","B",-0.111276107834236,"abu","Po"
"Columba_livia","B",0.461250972283067,"abu","Po"
"Columba_oenas","B",0.330104108944782,"abu","Po"
"Columba_palumbus","B",0.663820772835167,"abu","Po"
"Corvus_corax","B",0.22198457021299,"abu","Po"
"Corvus_corone","B",0.654661782871265,"abu","Po"
"Corvus_monedula","B",0.688286685338284,"abu","Po"
"Cuculus_canorus","B",0.167736574097255,"abu","Po"
"Cygnus_cygnus","B",0.227600256731555,"abu","Po"
"Cygnus_olor","B",0.5107500720845,"abu","Po"
"Delichon_urbicum","B",0.317624755739234,"abu","Po"
"Dendrocopos_major","B",0.352305804493395,"abu","Po"
"Dryocopus_martius","B",0.0628220267892899,"abu","Po"
"Emberiza_citrinella","B",0.393704436767754,"abu","Po"
"Emberiza_rustica","B",0.365131868814645,"abu","Po"
"Emberiza_schoeniclus","B",0.0459146618278662,"abu","Po"
"Erithacus_rubecula","B",0.648109003965497,"abu","Po"
"Falco_tinnunculus","B",0.470814886057878,"abu","Po"
"Ficedula_hypoleuca","B",0.00598912638516047,"abu","Po"
"Fringilla_coelebs","B",0.657310948241107,"abu","Po"
"Fringilla_montifringilla","B",0.78617851912804,"abu","Po"
"Fulica_atra","B",0.314922751033354,"abu","Po"
"Gallinago_gallinago","B",0.0796486484400513,"abu","Po"
"Garrulus_glandarius","B",0.385445965764268,"abu","Po"
"Gavia_arctica","B",-0.0467941958968782,"abu","Po"
"Gavia_stellata","B",0.150122156213742,"abu","Po"
"Grus_grus","B",0.256389065059283,"abu","Po"
"Haematopus_ostralegus","B",0.626425840677609,"abu","Po"
"Hippolais_icterina","B",0.327303818983363,"abu","Po"
"Hirundo_rustica","B",0.532829008646817,"abu","Po"
